"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"1","Africa",2020-02-19,1,1,0,0,0,0,"Africa",1.2e+09,0,0,0,0
"2","Africa",2020-02-26,2,1,0,0,0,0,"Africa",1.2e+09,0,0,0,0
"3","Africa",2020-03-04,21,19,0,0,0,0,"Africa",1.2e+09,0,0,0,0
"4","Africa",2020-03-11,118,97,2,2,0,0,"Africa",1.2e+09,0.1,0.1,0,0
"5","Africa",2020-03-18,610,492,17,15,0,1,"Africa",1.2e+09,0.5,0.4,0,0
"6","Africa",2020-03-25,2767,2163,73,56,1,2,"Africa",1.2e+09,2.3,1.8,0.1,0
"7","Africa",2020-04-01,6360,3593,233,160,2,3,"Africa",1.2e+09,5.3,3,0.2,0.1
"8","Africa",2020-04-08,11414,5054,573,340,3,4,"Africa",1.2e+09,9.5,4.2,0.5,0.3
"9","Africa",2020-04-15,17192,5778,910,337,4,5,"Africa",1.2e+09,14.3,4.8,0.8,0.3
"10","Africa",2020-04-22,25910,8718,1240,330,5,6,"Africa",1.2e+09,21.6,7.3,1,0.3
"11","Africa",2020-04-29,36807,10897,1588,348,6,7,"Africa",1.2e+09,30.7,9.1,1.3,0.3
"12","Africa",2020-05-06,51535,14728,2006,418,7,8,"Africa",1.2e+09,42.9,12.3,1.7,0.3
"13","Africa",2020-05-13,72226,20691,2493,487,8,9,"Africa",1.2e+09,60.2,17.2,2.1,0.4
"14","Africa",2020-05-20,95057,23028,2990,497,9,10,"Africa",1.2e+09,79.2,19.2,2.5,0.4
"15","Africa",2020-05-27,124524,29467,3698,708,10,11,"Africa",1.2e+09,103.8,24.6,3.1,0.6
"16","Africa",2020-06-03,162311,37787,4601,903,11,12,"Africa",1.2e+09,135.3,31.5,3.8,0.8
"17","Africa",2020-06-10,209202,46891,5688,1087,12,13,"Africa",1.2e+09,174.3,39.1,4.7,0.9
"18","Africa",2020-06-17,267522,58320,7218,1530,13,14,"Africa",1.2e+09,222.9,48.6,6,1.3
"19","Africa",2020-06-24,335768,68246,8855,1637,14,15,"Africa",1.2e+09,279.8,56.9,7.4,1.4
"20","Africa",2020-07-01,418104,82336,10404,1549,15,16,"Africa",1.2e+09,348.4,68.6,8.7,1.3
"21","Africa",2020-07-08,522535,104431,12232,1828,16,17,"Africa",1.2e+09,435.4,87,10.2,1.5
"22","Africa",2020-07-15,643484,120949,13988,1756,17,18,"Africa",1.2e+09,536.2,100.8,11.7,1.5
"23","Africa",2020-07-22,770049,126565,16445,2457,18,19,"Africa",1.2e+09,641.7,105.5,13.7,2
"24","Africa",2020-07-29,891656,121607,18864,2419,19,20,"Africa",1.2e+09,743,101.3,15.7,2
"25","Africa",2020-08-05,993874,102218,21638,2774,20,21,"Africa",1.2e+09,828.2,85.2,18,2.3
"26","Africa",2020-08-12,1074535,80661,24274,2636,21,22,"Africa",1.2e+09,895.4,67.2,20.2,2.2
"27","Africa",2020-08-19,1147648,73113,26640,2366,22,23,"Africa",1.2e+09,956.4,60.9,22.2,2
"28","Africa",2020-08-26,1211924,64276,28607,1967,23,24,"Africa",1.2e+09,1009.9,53.6,23.8,1.6
"29","Africa",2020-09-02,1268105,56181,30319,1712,24,25,"Africa",1.2e+09,1056.8,46.8,25.3,1.4
"30","Africa",2020-09-09,1322488,54383,31939,1621,25,26,"Africa",1.2e+09,1102.1,45.3,26.6,1.4
"31","Africa",2020-09-16,1373748,51260,33249,1336,26,27,"Africa",1.2e+09,1144.8,42.7,27.7,1.1
"32","Africa",2020-09-23,1429376,55628,34531,1282,27,28,"Africa",1.2e+09,1191.1,46.4,28.8,1.1
"33","Africa",2020-09-30,1481928,52552,35863,1332,28,29,"Africa",1.2e+09,1234.9,43.8,29.9,1.1
"34","Africa",2020-10-07,1536819,54891,37095,1232,29,30,"Africa",1.2e+09,1280.7,45.7,30.9,1
"35","Africa",2020-10-14,1604024,67205,38835,1740,30,31,"Africa",1.2e+09,1336.7,56,32.4,1.4
"36","Africa",2020-10-21,1676222,72198,40480,1645,31,32,"Africa",1.2e+09,1396.9,60.2,33.7,1.4
"37","Africa",2020-10-28,1749729,73507,42135,1655,32,33,"Africa",1.2e+09,1458.1,61.3,35.1,1.4
"38","Africa",2020-11-04,1828226,78497,43940,1805,33,34,"Africa",1.2e+09,1523.5,65.4,36.6,1.5
"39","Africa",2020-11-11,1918936,90710,46282,2342,34,35,"Africa",1.2e+09,1599.1,75.6,38.6,2
"40","Africa",2020-11-18,2014477,95541,48426,2144,35,36,"Africa",1.2e+09,1678.7,79.6,40.4,1.8
"41","Africa",2020-11-25,2107524,93047,50646,2220,36,37,"Africa",1.2e+09,1756.3,77.5,42.2,1.9
"42","Africa",2020-12-02,2201563,94039,52580,1934,37,38,"Africa",1.2e+09,1834.6,78.4,43.8,1.6
"43","Africa",2020-12-09,2306703,105140,54870,2290,38,39,"Africa",1.2e+09,1922.3,87.6,45.7,1.9
"44","Africa",2020-12-16,2429800,123097,57418,2548,39,40,"Africa",1.2e+09,2024.8,102.6,47.8,2.1
"45","Africa",2020-12-23,2571854,142054,60877,3459,40,41,"Africa",1.2e+09,2143.2,118.4,50.7,2.9
"46","Africa",2020-12-30,2730661,158807,64769,3892,41,42,"Africa",1.2e+09,2275.6,132.3,54,3.2
"47","Africa",2021-01-06,2917493,186832,69861,5092,42,43,"Africa",1.2e+09,2431.2,155.7,58.2,4.2
"48","Africa",2021-01-13,3144209,226716,75688,5827,43,44,"Africa",1.2e+09,2620.2,188.9,63.1,4.9
"49","Africa",2021-01-20,3338406,194197,81756,6068,44,45,"Africa",1.2e+09,2782,161.8,68.1,5.1
"50","Africa",2021-01-27,3495983,157577,87989,6233,45,46,"Africa",1.2e+09,2913.3,131.3,73.3,5.2
"51","Africa",2021-02-03,3612573,116590,93073,5084,46,47,"Africa",1.2e+09,3010.5,97.2,77.6,4.2
"52","Africa",2021-02-10,3706022,93449,96770,3697,47,48,"Africa",1.2e+09,3088.4,77.9,80.6,3.1
"53","Africa",2021-02-17,3785187,79165,99812,3042,48,49,"Africa",1.2e+09,3154.3,66,83.2,2.5
"54","Africa",2021-02-24,3856586,71399,102468,2656,49,50,"Africa",1.2e+09,3213.8,59.5,85.4,2.2
"55","Africa",2021-03-03,3924481,67895,104660,2192,50,51,"Africa",1.2e+09,3270.4,56.6,87.2,1.8
"56","Africa",2021-03-10,3991537,67056,106681,2021,51,52,"Africa",1.2e+09,3326.3,55.9,88.9,1.7
"57","Africa",2021-03-17,4064063,72526,108671,1990,52,53,"Africa",1.2e+09,3386.7,60.4,90.6,1.7
"58","Africa",2021-03-24,4135496,71433,110805,2134,53,54,"Africa",1.2e+09,3446.2,59.5,92.3,1.8
"59","Africa",2021-03-31,4217238,81742,112755,1950,54,55,"Africa",1.2e+09,3514.4,68.1,94,1.6
"60","Africa",2021-04-07,4301436,84198,114584,1829,55,56,"Africa",1.2e+09,3584.5,70.2,95.5,1.5
"61","Africa",2021-04-14,4384173,82737,116745,2161,56,57,"Africa",1.2e+09,3653.5,68.9,97.3,1.8
"62","Africa",2021-04-21,4462319,78146,118919,2174,57,58,"Africa",1.2e+09,3718.6,65.1,99.1,1.8
"63","Africa",2021-04-28,4532623,70304,121133,2214,58,59,"Africa",1.2e+09,3777.2,58.6,100.9,1.8
"64","Africa",2021-05-05,4595666,63043,123233,2100,59,60,"Africa",1.2e+09,3829.7,52.5,102.7,1.8
"65","Africa",2021-05-12,4657706,62040,125365,2132,60,61,"Africa",1.2e+09,3881.4,51.7,104.5,1.8
"66","Africa",2021-05-19,4716845,59139,127244,1879,61,62,"Africa",1.2e+09,3930.7,49.3,106,1.6
"67","Africa",2021-05-26,4785173,68328,129259,2015,62,63,"Africa",1.2e+09,3987.6,56.9,107.7,1.7
"68","Africa",2021-06-02,4864273,79100,131265,2006,63,64,"Africa",1.2e+09,4053.6,65.9,109.4,1.7
"69","Africa",2021-06-09,4962395,98122,133356,2095,64,65,"Africa",1.2e+09,4135.3,81.8,111.1,1.7
"70","Africa",2021-06-16,5103580,141185,135887,2531,65,66,"Africa",1.2e+09,4253,117.7,113.2,2.1
"71","Africa",2021-06-23,5281145,177565,139088,3201,66,67,"Africa",1.2e+09,4401,148,115.9,2.7
"72","Africa",2021-06-30,5504513,223368,142935,3847,67,68,"Africa",1.2e+09,4587.1,186.1,119.1,3.2
"73","Africa",2021-07-07,5775391,270878,148686,5751,68,69,"Africa",1.2e+09,4812.8,225.7,123.9,4.8
"74","Africa",2021-07-14,6067422,292031,154541,5855,69,70,"Africa",1.2e+09,5056.2,243.4,128.8,4.9
"75","Africa",2021-07-21,6329693,262271,160590,6049,70,71,"Africa",1.2e+09,5274.7,218.6,133.8,5
"76","Africa",2021-07-28,6582467,252774,167111,6521,71,72,"Africa",1.2e+09,5485.4,210.6,139.3,5.4
"77","Africa",2021-08-04,6855602,273135,174000,6889,72,73,"Africa",1.2e+09,5713,227.6,145,5.7
"78","Africa",2021-08-11,7118071,262469,179979,5979,73,74,"Africa",1.2e+09,5931.7,218.7,150,5
"79","Africa",2021-08-18,7373300,255229,186511,6532,74,75,"Africa",1.2e+09,6144.4,212.7,155.4,5.4
"80","Africa",2021-08-25,7622971,249671,191776,5265,75,76,"Africa",1.2e+09,6352.5,208.1,159.8,4.4
"81","Africa",2021-09-01,7821187,198216,196917,5141,76,77,"Africa",1.2e+09,6517.7,165.2,164.1,4.3
"82","Africa",2021-09-08,7974688,153501,200928,4011,77,78,"Africa",1.2e+09,6645.6,127.9,167.4,3.3
"83","Africa",2021-09-15,8099768,125080,204361,3433,78,79,"Africa",1.2e+09,6749.8,104.2,170.3,2.9
"84","Africa",2021-09-22,8196517,96749,207223,2862,79,80,"Africa",1.2e+09,6830.4,80.6,172.7,2.4
"85","Africa",2021-09-29,8297167,100768,209931,2708,80,81,"Africa",1.2e+09,6914.3,84,174.9,2.3
"86","Africa",2021-10-06,8366236,69069,212886,2955,81,82,"Africa",1.2e+09,6971.9,57.6,177.4,2.5
"87","Africa",2021-10-13,8410521,44285,214667,1781,82,83,"Africa",1.2e+09,7008.8,36.9,178.9,1.5
"88","Africa",2021-10-20,8448997,38476,216154,1487,83,84,"Africa",1.2e+09,7040.8,32.1,180.1,1.2
"89","Africa",2021-10-27,8486010,37013,217621,1467,84,85,"Africa",1.2e+09,7071.7,30.8,181.4,1.2
"90","Africa",2021-11-03,8519663,33653,218770,1149,85,86,"Africa",1.2e+09,7099.7,28,182.3,1
"91","Africa",2021-11-10,8563934,44271,220044,1274,86,87,"Africa",1.2e+09,7136.6,36.9,183.4,1.1
"92","Africa",2021-11-17,8597710,33776,221173,1129,87,88,"Africa",1.2e+09,7164.8,28.1,184.3,0.9
"93","Africa",2021-11-24,8649548,51838,222225,1053,88,89,"Africa",1.2e+09,7208,43.2,185.2,0.9
"94","Africa",2021-12-01,8700441,50893,223365,1140,89,90,"Africa",1.2e+09,7250.4,42.4,186.1,0.9
"95","Africa",2021-12-08,8844022,143581,224335,970,90,91,"Africa",1.2e+09,7370,119.7,186.9,0.8
"96","Africa",2021-12-15,9084988,240966,225322,987,91,92,"Africa",1.2e+09,7570.8,200.8,187.8,0.8
"97","Africa",2021-12-22,9349029,264041,226532,1210,92,93,"Africa",1.2e+09,7790.9,220,188.8,1
"98","Africa",2021-12-29,9643091,294062,227911,1379,93,94,"Africa",1.2e+09,8035.9,245.1,189.9,1.1
"99","Africa",2022-01-05,9960601,317510,229724,1813,94,95,"Africa",1.2e+09,8300.5,264.6,191.4,1.5
"100","Africa",2022-01-12,10247761,287160,232487,2763,95,96,"Africa",1.2e+09,8539.8,239.3,193.7,2.3
"101","Africa",2022-01-19,10481429,233668,234734,2247,96,97,"Africa",1.2e+09,8734.5,194.7,195.6,1.9
"102","Africa",2022-01-26,10711807,230378,237273,2539,97,98,"Africa",1.2e+09,8926.5,192,197.7,2.1
"103","Africa",2022-02-02,10896108,184301,239802,2529,98,99,"Africa",1.2e+09,9080.1,153.6,199.8,2.1
"104","Africa",2022-02-09,11026452,130344,242712,2910,99,100,"Africa",1.2e+09,9188.7,108.6,202.3,2.4
"105","Antarctica",2021-12-15,11,11,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"106","Antarctica",2021-12-22,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"107","Antarctica",2021-12-29,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"108","Antarctica",2022-01-05,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"109","Antarctica",2022-01-12,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"110","Antarctica",2022-01-19,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"111","Antarctica",2022-01-26,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"112","Antarctica",2022-02-02,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"113","Antarctica",2022-02-09,11,0,0,0,0,0,"Antarctica",NA,NA,NA,NA,NA
"114","Asia",2020-01-22,556,556,17,17,0,0,"Asia",4.5e+09,0.1,0.1,0,0
"115","Asia",2020-01-29,6143,5587,133,116,1,1,"Asia",4.5e+09,1.4,1.2,0,0
"116","Asia",2020-02-05,27579,21436,564,431,2,2,"Asia",4.5e+09,6.1,4.8,0.1,0.1
"117","Asia",2020-02-12,44966,17387,1118,554,3,3,"Asia",4.5e+09,10,3.9,0.2,0.1
"118","Asia",2020-02-19,74935,29969,2122,1004,4,4,"Asia",4.5e+09,16.7,6.7,0.5,0.2
"119","Asia",2020-02-26,80063,5128,2753,631,5,5,"Asia",4.5e+09,17.8,1.1,0.6,0.1
"120","Asia",2020-03-04,89799,9736,3122,369,6,6,"Asia",4.5e+09,20,2.2,0.7,0.1
"121","Asia",2020-03-11,99896,10097,3605,483,7,7,"Asia",4.5e+09,22.2,2.2,0.8,0.1
"122","Asia",2020-03-18,112782,12886,4558,953,8,8,"Asia",4.5e+09,25.1,2.9,1,0.2
"123","Asia",2020-03-25,135519,22737,5794,1236,9,9,"Asia",4.5e+09,30.1,5.1,1.3,0.3
"124","Asia",2020-04-01,187614,52095,7444,1650,10,10,"Asia",4.5e+09,41.7,11.6,1.7,0.4
"125","Asia",2020-04-08,253843,66229,9542,2098,11,11,"Asia",4.5e+09,56.4,14.7,2.1,0.5
"126","Asia",2020-04-15,333231,79388,12075,2533,12,12,"Asia",4.5e+09,74.1,17.6,2.7,0.6
"127","Asia",2020-04-22,422561,89330,15888,3813,13,13,"Asia",4.5e+09,93.9,19.9,3.5,0.8
"128","Asia",2020-04-29,507773,85212,18351,2463,14,14,"Asia",4.5e+09,112.8,18.9,4.1,0.5
"129","Asia",2020-05-06,603501,95728,20874,2523,15,15,"Asia",4.5e+09,134.1,21.3,4.6,0.6
"130","Asia",2020-05-13,720091,116590,23300,2426,16,16,"Asia",4.5e+09,160,25.9,5.2,0.5
"131","Asia",2020-05-20,864406,144315,25920,2620,17,17,"Asia",4.5e+09,192.1,32.1,5.8,0.6
"132","Asia",2020-05-27,1027079,162673,28719,2799,18,18,"Asia",4.5e+09,228.2,36.1,6.4,0.6
"133","Asia",2020-06-03,1230684,203605,32543,3824,19,19,"Asia",4.5e+09,273.5,45.2,7.2,0.8
"134","Asia",2020-06-10,1466579,235895,37172,4629,20,20,"Asia",4.5e+09,325.9,52.4,8.3,1
"135","Asia",2020-06-17,1737803,271224,44652,7480,21,21,"Asia",4.5e+09,386.2,60.3,9.9,1.7
"136","Asia",2020-06-24,2030198,292395,51115,6463,22,22,"Asia",4.5e+09,451.2,65,11.4,1.4
"137","Asia",2020-07-01,2371852,341654,58007,6892,23,23,"Asia",4.5e+09,527.1,75.9,12.9,1.5
"138","Asia",2020-07-08,2737351,365499,65601,7594,24,24,"Asia",4.5e+09,608.3,81.2,14.6,1.7
"139","Asia",2020-07-15,3133507,396156,73926,8325,25,25,"Asia",4.5e+09,696.3,88,16.4,1.9
"140","Asia",2020-07-22,3599750,466324,84489,10563,26,26,"Asia",4.5e+09,799.9,103.6,18.8,2.3
"141","Asia",2020-07-29,4126976,527226,94011,9522,27,27,"Asia",4.5e+09,917.1,117.2,20.9,2.1
"142","Asia",2020-08-05,4696056,569080,103919,9908,28,28,"Asia",4.5e+09,1043.6,126.5,23.1,2.2
"143","Asia",2020-08-12,5317685,621629,114257,10338,29,29,"Asia",4.5e+09,1181.7,138.1,25.4,2.3
"144","Asia",2020-08-19,5949351,631666,125029,10772,30,30,"Asia",4.5e+09,1322.1,140.4,27.8,2.4
"145","Asia",2020-08-26,6604101,654750,135020,10432,31,31,"Asia",4.5e+09,1467.6,145.5,30,2.3
"146","Asia",2020-09-02,7328193,724092,145862,10842,32,32,"Asia",4.5e+09,1628.5,160.9,32.4,2.4
"147","Asia",2020-09-09,8132391,804198,157546,11684,33,33,"Asia",4.5e+09,1807.2,178.7,35,2.6
"148","Asia",2020-09-16,9003941,871550,170254,12708,34,34,"Asia",4.5e+09,2000.9,193.7,37.8,2.8
"149","Asia",2020-09-23,9848865,844924,182829,12575,35,35,"Asia",4.5e+09,2188.6,187.8,40.6,2.8
"150","Asia",2020-09-30,10668680,819815,195115,12286,36,36,"Asia",4.5e+09,2370.8,182.2,43.4,2.7
"151","Asia",2020-10-07,11443573,774893,206923,11808,37,37,"Asia",4.5e+09,2543,172.2,46,2.6
"152","Asia",2020-10-14,12161560,717987,218018,11095,38,38,"Asia",4.5e+09,2702.6,159.6,48.4,2.5
"153","Asia",2020-10-21,12823376,661816,228983,10965,39,39,"Asia",4.5e+09,2849.6,147.1,50.9,2.4
"154","Asia",2020-10-28,13442417,619041,239052,10069,40,40,"Asia",4.5e+09,2987.2,137.6,53.1,2.2
"155","Asia",2020-11-04,14075358,632941,249539,10487,41,41,"Asia",4.5e+09,3127.9,140.7,55.5,2.3
"156","Asia",2020-11-11,14743865,668507,260467,10928,42,42,"Asia",4.5e+09,3276.4,148.6,57.9,2.4
"157","Asia",2020-11-18,15400016,656151,271536,11069,43,43,"Asia",4.5e+09,3422.2,145.8,60.3,2.5
"158","Asia",2020-11-25,16138055,738039,283769,12233,44,44,"Asia",4.5e+09,3586.2,164,63.1,2.7
"159","Asia",2020-12-02,17041087,903032,295629,11860,45,45,"Asia",4.5e+09,3786.9,200.7,65.7,2.6
"160","Asia",2020-12-09,17887219,846132,306765,11136,46,46,"Asia",4.5e+09,3974.9,188,68.2,2.5
"161","Asia",2020-12-16,19428230,1541011,317201,10436,47,47,"Asia",4.5e+09,4317.4,342.4,70.5,2.3
"162","Asia",2020-12-23,20073120,644890,327190,9989,48,48,"Asia",4.5e+09,4460.7,143.3,72.7,2.2
"163","Asia",2020-12-30,20630765,557645,336636,9446,49,49,"Asia",4.5e+09,4584.6,123.9,74.8,2.1
"164","Asia",2021-01-06,21174127,543362,344644,8008,50,50,"Asia",4.5e+09,4705.4,120.7,76.6,1.8
"165","Asia",2021-01-13,21754649,580522,352665,8021,51,51,"Asia",4.5e+09,4834.4,129,78.4,1.8
"166","Asia",2021-01-20,22305591,550942,360670,8005,52,52,"Asia",4.5e+09,4956.8,122.4,80.1,1.8
"167","Asia",2021-01-27,22812764,507173,368640,7970,53,53,"Asia",4.5e+09,5069.5,112.7,81.9,1.8
"168","Asia",2021-02-03,23325751,512987,376433,7793,54,54,"Asia",4.5e+09,5183.5,114,83.7,1.7
"169","Asia",2021-02-10,23801400,475649,382911,6478,55,55,"Asia",4.5e+09,5289.2,105.7,85.1,1.4
"170","Asia",2021-02-17,24252676,451276,388775,5864,56,56,"Asia",4.5e+09,5389.5,100.3,86.4,1.3
"171","Asia",2021-02-24,24734196,481520,395451,6676,57,57,"Asia",4.5e+09,5496.5,107,87.9,1.5
"172","Asia",2021-03-03,25249336,515140,401422,5971,58,58,"Asia",4.5e+09,5611,114.5,89.2,1.3
"173","Asia",2021-03-10,25818672,569336,407152,5730,59,59,"Asia",4.5e+09,5737.5,126.5,90.5,1.3
"174","Asia",2021-03-17,26495009,676337,413161,6009,60,60,"Asia",4.5e+09,5887.8,150.3,91.8,1.3
"175","Asia",2021-03-24,27383198,888189,422368,9207,61,61,"Asia",4.5e+09,6085.2,197.4,93.9,2
"176","Asia",2021-03-31,28507590,1124392,430796,8428,62,62,"Asia",4.5e+09,6335,249.9,95.7,1.9
"177","Asia",2021-04-07,30073584,1565994,442690,11894,63,63,"Asia",4.5e+09,6683,348,98.4,2.6
"178","Asia",2021-04-14,32232939,2159355,458570,15880,64,64,"Asia",4.5e+09,7162.9,479.9,101.9,3.5
"179","Asia",2021-04-21,35138432,2905493,481178,22608,65,65,"Asia",4.5e+09,7808.5,645.7,106.9,5
"180","Asia",2021-04-28,38494625,3356193,513175,31997,66,66,"Asia",4.5e+09,8554.4,745.8,114,7.1
"181","Asia",2021-05-05,41965326,3470701,549763,36588,67,67,"Asia",4.5e+09,9325.6,771.3,122.2,8.1
"182","Asia",2021-05-12,45264501,3299175,589326,39563,68,68,"Asia",4.5e+09,10058.8,733.1,131,8.8
"183","Asia",2021-05-19,47896925,2632424,628727,39401,69,69,"Asia",4.5e+09,10643.8,585,139.7,8.8
"184","Asia",2021-05-26,50064978,2168053,666260,37533,70,70,"Asia",4.5e+09,11125.6,481.8,148.1,8.3
"185","Asia",2021-06-02,51683893,1618915,698140,31880,71,71,"Asia",4.5e+09,11485.3,359.8,155.1,7.1
"186","Asia",2021-06-09,52911866,1227973,724749,26609,72,72,"Asia",4.5e+09,11758.2,272.9,161.1,5.9
"187","Asia",2021-06-16,53926344,1014478,759137,34388,73,73,"Asia",4.5e+09,11983.6,225.4,168.7,7.6
"188","Asia",2021-06-23,54854313,927969,777986,18849,74,74,"Asia",4.5e+09,12189.8,206.2,172.9,4.2
"189","Asia",2021-06-30,55821997,967684,794887,16901,75,75,"Asia",4.5e+09,12404.9,215,176.6,3.8
"190","Asia",2021-07-07,56900878,1078881,812144,17257,76,76,"Asia",4.5e+09,12644.6,239.8,180.5,3.8
"191","Asia",2021-07-14,58185695,1284817,833736,21592,77,77,"Asia",4.5e+09,12930.2,285.5,185.3,4.8
"192","Asia",2021-07-21,59614228,1428533,859264,25528,78,78,"Asia",4.5e+09,13247.6,317.5,190.9,5.7
"193","Asia",2021-07-28,61237960,1623732,886234,26970,79,79,"Asia",4.5e+09,13608.4,360.8,196.9,6
"194","Asia",2021-08-04,63064936,1826976,916756,30522,80,80,"Asia",4.5e+09,14014.4,406,203.7,6.8
"195","Asia",2021-08-11,64949835,1884899,950627,33871,81,81,"Asia",4.5e+09,14433.3,418.9,211.3,7.5
"196","Asia",2021-08-18,66802115,1852280,982538,31911,82,82,"Asia",4.5e+09,14844.9,411.6,218.3,7.1
"197","Asia",2021-08-25,68588834,1786719,1014922,32384,83,83,"Asia",4.5e+09,15242,397,225.5,7.2
"198","Asia",2021-09-01,70369980,1781146,1043340,28418,84,84,"Asia",4.5e+09,15637.8,395.8,231.9,6.3
"199","Asia",2021-09-08,71965436,1595456,1069230,25890,85,85,"Asia",4.5e+09,15992.3,354.5,237.6,5.8
"200","Asia",2021-09-15,73368197,1402761,1091010,21780,86,86,"Asia",4.5e+09,16304,311.7,242.4,4.8
"201","Asia",2021-09-22,74641320,1273123,1109834,18824,87,87,"Asia",4.5e+09,16587,282.9,246.6,4.2
"202","Asia",2021-09-29,75741490,1100170,1124794,14960,88,88,"Asia",4.5e+09,16831.4,244.5,250,3.3
"203","Asia",2021-10-06,76740299,998809,1137125,12331,89,89,"Asia",4.5e+09,17053.4,222,252.7,2.7
"204","Asia",2021-10-13,77615590,875291,1148129,11004,90,90,"Asia",4.5e+09,17247.9,194.5,255.1,2.4
"205","Asia",2021-10-20,78424442,808852,1157709,9580,91,91,"Asia",4.5e+09,17427.7,179.7,257.3,2.1
"206","Asia",2021-10-27,79170599,746157,1169435,11726,92,92,"Asia",4.5e+09,17593.5,165.8,259.9,2.6
"207","Asia",2021-11-03,79906725,736126,1180432,10997,93,93,"Asia",4.5e+09,17757,163.6,262.3,2.4
"208","Asia",2021-11-10,80593195,686470,1190146,9714,94,94,"Asia",4.5e+09,17909.6,152.5,264.5,2.2
"209","Asia",2021-11-17,81225134,631939,1200348,10202,95,95,"Asia",4.5e+09,18050,140.4,266.7,2.3
"210","Asia",2021-11-24,81873665,648531,1210362,10014,96,96,"Asia",4.5e+09,18194.1,144.1,269,2.2
"211","Asia",2021-12-01,82487252,613587,1220336,9974,97,97,"Asia",4.5e+09,18330.5,136.4,271.2,2.2
"212","Asia",2021-12-08,83067063,579811,1231824,11488,98,98,"Asia",4.5e+09,18459.3,128.8,273.7,2.6
"213","Asia",2021-12-15,83614093,547030,1240918,9094,99,99,"Asia",4.5e+09,18580.9,121.6,275.8,2
"214","Asia",2021-12-22,84138070,523977,1249351,8433,100,100,"Asia",4.5e+09,18697.3,116.4,277.6,1.9
"215","Asia",2021-12-29,84686673,548603,1257112,7761,101,101,"Asia",4.5e+09,18819.3,121.9,279.4,1.7
"216","Asia",2022-01-05,85741063,1054390,1264586,7474,102,102,"Asia",4.5e+09,19053.6,234.3,281,1.7
"217","Asia",2022-01-12,88496935,2755872,1272234,7648,103,103,"Asia",4.5e+09,19666,612.4,282.7,1.7
"218","Asia",2022-01-19,92494131,3997196,1279360,7126,104,104,"Asia",4.5e+09,20554.3,888.3,284.3,1.6
"219","Asia",2022-01-26,97425748,4931617,1288487,9127,105,105,"Asia",4.5e+09,21650.2,1095.9,286.3,2
"220","Asia",2022-02-02,102152120,4726372,1301491,13004,106,106,"Asia",4.5e+09,22700.5,1050.3,289.2,2.9
"221","Asia",2022-02-09,106419060,4266940,1317007,15516,107,107,"Asia",4.5e+09,23648.7,948.2,292.7,3.4
"222","Europe",2020-01-29,10,10,0,0,0,0,"Europe",7.4e+08,0,0,0,0
"223","Europe",2020-02-05,35,25,0,0,0,0,"Europe",7.4e+08,0,0,0,0
"224","Europe",2020-02-12,54,19,0,0,0,0,"Europe",7.4e+08,0.1,0,0,0
"225","Europe",2020-02-19,59,5,1,1,0,0,"Europe",7.4e+08,0.1,0,0,0
"226","Europe",2020-02-26,567,508,14,13,0,0,"Europe",7.4e+08,0.8,0.7,0,0
"227","Europe",2020-03-04,4529,3962,114,100,1,1,"Europe",7.4e+08,6.1,5.4,0.2,0.1
"228","Europe",2020-03-11,24470,19941,962,848,2,2,"Europe",7.4e+08,33.1,26.9,1.3,1.1
"229","Europe",2020-03-18,93572,69102,4095,3133,3,3,"Europe",7.4e+08,126.4,93.4,5.5,4.2
"230","Europe",2020-03-25,257335,163763,14546,10452,4,4,"Europe",7.4e+08,347.8,221.3,19.7,14.1
"231","Europe",2020-04-01,502424,245089,35477,20931,5,5,"Europe",7.4e+08,679,331.2,47.9,28.3
"232","Europe",2020-04-08,700954,204405,62893,27416,6,6,"Europe",7.4e+08,947.2,276.2,85,37
"233","Europe",2020-04-15,962607,261653,90465,27572,7,7,"Europe",7.4e+08,1300.8,353.6,122.2,37.3
"234","Europe",2020-04-22,1176775,214168,114271,23806,8,8,"Europe",7.4e+08,1590.2,289.4,154.4,32.2
"235","Europe",2020-04-29,1335016,158241,132904,18633,9,9,"Europe",7.4e+08,1804.1,213.8,179.6,25.2
"236","Europe",2020-05-06,1495052,160036,146417,13513,10,10,"Europe",7.4e+08,2020.3,216.3,197.9,18.3
"237","Europe",2020-05-13,1650504,155452,156794,10377,11,11,"Europe",7.4e+08,2230.4,210.1,211.9,14
"238","Europe",2020-05-20,1778919,128415,164716,7922,12,12,"Europe",7.4e+08,2403.9,173.5,222.6,10.7
"239","Europe",2020-05-27,1891784,112865,169616,5671,13,13,"Europe",7.4e+08,2556.5,152.5,229.2,7.7
